sale_id,customer_id,product_id,store_id,sale_date,amount,discount_applied,region,data_source,last_updated
4438,481,25,19,2024-09-16,179.44,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4439,420,87,7,2024-09-19,144.2,16.88,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4440,300,2,40,2024-12-28,657.52,7.83,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4441,864,45,12,2025-04-15,314.4,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4442,594,76,20,2024-08-20,633.77,1.14,North America,CRM_SYSTEM,2025-07-07 23:20:13
4443,454,31,15,2024-09-25,976.97,0.66,North America,CRM_SYSTEM,2025-07-07 23:20:13
4444,464,38,11,2025-02-06,857.79,16.04,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4445,266,23,6,2024-08-03,564.67,3.22,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4446,825,35,30,2024-08-15,408.51,5.42,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4447,660,74,18,2025-05-07,917.18,7.82,North America,CRM_SYSTEM,2025-07-07 23:20:13
4448,622,61,37,2024-07-24,566.4,19.69,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4449,902,3,33,2024-12-31,567.08,10.93,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4450,650,62,1,2024-12-08,295.85,1.77,North America,CRM_SYSTEM,2025-07-07 23:20:13
4451,953,50,1,2025-03-27,78.65,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4452,359,8,42,2025-06-23,46.29,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4453,279,16,20,2024-12-11,509.26,18.55,North America,CRM_SYSTEM,2025-07-07 23:20:13
4454,874,30,3,2024-10-07,642.46,2.94,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4455,724,80,26,2025-05-08,852.34,2.96,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4456,1,80,40,2024-09-05,710.42,0.12,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4457,934,35,2,2025-01-03,647.7,11.85,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4458,985,78,7,2024-11-15,683.83,4.25,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4459,505,49,34,2024-11-19,520.57,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4460,179,72,46,2025-06-27,407.56,12.63,North America,CRM_SYSTEM,2025-07-07 23:20:13
4461,161,44,39,2025-02-25,325.8,19.28,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4462,725,55,27,2025-03-05,307.8,1.43,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4463,438,77,12,2024-09-04,355.74,6.36,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4464,362,55,33,2025-07-05,673.66,6.15,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4465,365,92,27,2024-08-22,545.5,17.8,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4466,444,90,7,2025-01-13,650.32,1.19,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4467,691,69,47,2024-11-27,376.62,3.84,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4468,789,91,12,2024-07-20,384.98,7.99,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4469,586,69,22,2025-04-28,279.94,16.21,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4470,277,74,15,2025-03-29,342.74,8.68,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4471,176,23,48,2025-02-19,368.54,10.67,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4472,292,35,31,2024-09-13,119.87,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4473,401,8,1,2024-11-24,171.3,2.71,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4474,478,68,31,2025-01-24,986.17,11.22,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4475,291,59,23,2025-06-11,884.42,17.71,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4476,27,29,13,2024-09-04,37.9,2.24,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4477,940,49,29,2025-04-01,484.59,10.66,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4478,688,67,25,2024-11-15,377.07,8.66,North America,CRM_SYSTEM,2025-07-07 23:20:13
4479,881,42,30,2025-06-19,756.38,14.02,North America,CRM_SYSTEM,2025-07-07 23:20:13
4480,756,85,7,2024-12-27,418.63,19.79,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4481,641,4,40,2025-01-05,566.53,11.21,North America,CRM_SYSTEM,2025-07-07 23:20:13
4482,94,44,12,2025-04-12,251.28,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4483,283,2,38,2025-05-31,112.69,19.25,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4484,535,34,23,2024-11-07,305.12,0.51,North America,CRM_SYSTEM,2025-07-07 23:20:13
4485,955,65,19,2025-02-22,216.81,9.37,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4486,250,49,17,2025-02-13,151.32,8.33,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4487,389,12,28,2024-10-21,529.39,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4488,122,63,31,2024-09-12,943.74,10.19,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4489,54,28,3,2024-11-19,707.88,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4490,511,59,17,2024-07-11,626.82,9.97,North America,CRM_SYSTEM,2025-07-07 23:20:13
4491,698,28,43,2024-12-04,203.08,7.81,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4492,389,90,38,2025-07-02,276.21,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4493,9,95,26,2024-11-12,148.37,15.08,North America,CRM_SYSTEM,2025-07-07 23:20:13
4494,873,9,31,2024-12-12,404.97,5.25,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4495,570,7,30,2025-03-05,660.03,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4496,556,45,9,2025-02-22,968.99,14.46,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4497,648,78,29,2025-04-09,115.23,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4498,3,72,39,2024-10-31,396.58,0.85,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4499,111,45,10,2025-01-18,912.88,14.53,North America,CRM_SYSTEM,2025-07-07 23:20:13
4500,579,66,3,2024-09-25,126.88,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4501,450,88,26,2025-04-13,478.93,10.85,North America,CRM_SYSTEM,2025-07-07 23:20:13
4502,354,85,33,2025-03-24,982.89,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4503,342,62,33,2025-01-19,960.12,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4504,641,11,25,2024-09-12,428.56,16.73,North America,CRM_SYSTEM,2025-07-07 23:20:13
4505,790,1,14,2025-03-09,171.11,16.44,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4506,491,37,4,2024-10-30,922.45,7.57,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4507,248,1,46,2024-10-08,559.89,11.05,North America,CRM_SYSTEM,2025-07-07 23:20:13
4508,328,22,5,2024-12-03,257.34,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4509,886,50,39,2025-02-03,748.93,7.67,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4510,340,38,7,2025-02-12,649.93,12.7,North America,CRM_SYSTEM,2025-07-07 23:20:13
4511,104,66,19,2024-10-08,481.53,11.48,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4512,238,93,5,2024-07-18,425.02,5.88,North America,CRM_SYSTEM,2025-07-07 23:20:13
4513,2,23,16,2024-11-02,584.55,8.48,North America,CRM_SYSTEM,2025-07-07 23:20:13
4514,906,73,16,2024-11-14,319.48,9.34,North America,CRM_SYSTEM,2025-07-07 23:20:13
4515,961,15,30,2024-11-16,236.32,16.22,North America,CRM_SYSTEM,2025-07-07 23:20:13
4516,801,13,12,2024-09-29,936.91,13.85,North America,CRM_SYSTEM,2025-07-07 23:20:13
4517,38,87,36,2024-09-15,193.81,11.27,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4518,376,8,36,2025-03-15,921.65,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4519,347,71,45,2024-11-20,302.92,7.3,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4520,592,10,4,2024-11-18,530.45,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4521,456,95,19,2024-10-17,979.56,8.55,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4522,967,8,25,2025-07-02,24.57,5.4,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4523,505,94,16,2025-01-06,466.02,6.27,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4524,87,71,35,2024-07-12,551.16,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4525,516,34,4,2025-04-21,458.23,12.46,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4526,684,3,31,2025-05-20,681.31,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4527,915,47,12,2025-07-06,107.75,12.12,North America,CRM_SYSTEM,2025-07-07 23:20:13
4528,516,30,12,2024-10-18,181.89,11.66,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4529,591,58,36,2025-04-14,832.65,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4530,185,65,25,2024-10-12,529.86,7.21,North America,CRM_SYSTEM,2025-07-07 23:20:13
4531,468,4,29,2025-02-04,620.93,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4532,859,32,36,2024-08-23,791.31,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4533,3,5,42,2025-05-11,239.75,6.71,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4534,313,89,19,2025-03-21,962.52,2.44,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4535,871,55,7,2025-04-04,376.91,9.8,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4536,281,94,4,2025-02-02,775.83,14.31,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4537,690,71,28,2024-08-31,441.97,12.79,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4538,431,88,8,2024-12-26,473.57,12.77,North America,CRM_SYSTEM,2025-07-07 23:20:13
4539,461,61,12,2024-07-21,489.11,16.62,North America,CRM_SYSTEM,2025-07-07 23:20:13
4540,234,30,4,2025-03-07,504.43,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4541,438,30,1,2025-01-07,413.86,10.75,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4542,573,32,7,2025-05-27,327.42,6.29,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4543,963,41,5,2024-11-22,669.82,11.15,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4544,533,95,40,2025-03-08,640.95,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4545,761,15,5,2025-05-01,170.77,5.67,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4546,812,41,18,2025-06-12,374.74,16.22,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4547,535,28,2,2025-04-17,724.63,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4548,116,64,20,2025-03-08,668.1,6.45,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4549,609,85,20,2024-09-11,715.05,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4550,695,82,18,2025-01-26,930.07,15.0,North America,CRM_SYSTEM,2025-07-07 23:20:13
4551,594,97,21,2025-05-23,757.8,4.22,North America,CRM_SYSTEM,2025-07-07 23:20:13
4552,678,12,13,2025-05-22,378.56,8.77,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4553,969,43,23,2024-08-09,856.15,8.65,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4554,695,52,46,2025-03-10,884.51,15.44,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4555,882,73,11,2025-06-30,799.51,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4556,307,7,4,2025-02-22,582.35,18.75,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4557,148,16,8,2025-06-05,693.21,12.11,North America,CRM_SYSTEM,2025-07-07 23:20:13
4558,97,23,8,2025-04-17,431.51,17.08,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4559,657,58,23,2024-12-23,905.01,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4560,638,36,1,2024-07-19,22.2,6.04,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4561,695,39,33,2025-06-03,643.12,1.97,North America,CRM_SYSTEM,2025-07-07 23:20:13
4562,555,78,37,2024-08-26,174.42,2.87,North America,CRM_SYSTEM,2025-07-07 23:20:13
4563,811,51,47,2025-04-26,219.65,0.03,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4564,539,21,33,2025-06-13,502.08,9.64,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4565,50,27,30,2025-06-19,243.51,2.15,North America,CRM_SYSTEM,2025-07-07 23:20:13
4566,101,11,24,2025-02-08,467.1,0.07,North America,CRM_SYSTEM,2025-07-07 23:20:13
4567,230,4,5,2024-11-14,987.5,12.84,North America,CRM_SYSTEM,2025-07-07 23:20:13
4568,987,94,43,2025-04-14,133.58,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4569,71,90,29,2025-06-20,623.34,0.53,North America,CRM_SYSTEM,2025-07-07 23:20:13
4570,311,93,28,2025-03-01,134.03,19.74,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4571,708,73,27,2024-09-27,42.45,5.36,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4572,63,18,17,2024-10-07,481.71,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4573,38,28,41,2024-08-02,531.42,12.1,North America,CRM_SYSTEM,2025-07-07 23:20:13
4574,517,13,45,2024-08-08,875.9,9.33,North America,CRM_SYSTEM,2025-07-07 23:20:13
4575,591,52,44,2024-11-24,695.53,19.45,North America,CRM_SYSTEM,2025-07-07 23:20:13
4576,376,61,32,2025-06-22,606.68,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4577,561,6,48,2024-10-13,842.0,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4578,332,9,29,2025-02-15,203.65,6.46,North America,CRM_SYSTEM,2025-07-07 23:20:13
4579,828,69,8,2025-05-23,728.29,2.79,North America,CRM_SYSTEM,2025-07-07 23:20:13
4580,317,63,41,2024-11-17,161.03,6.27,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4581,775,28,46,2025-06-15,617.94,0.18,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4582,497,24,25,2025-05-22,672.45,0.01,North America,CRM_SYSTEM,2025-07-07 23:20:13
4583,266,10,4,2025-02-10,351.76,16.84,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4584,390,28,36,2025-05-04,241.9,16.43,North America,CRM_SYSTEM,2025-07-07 23:20:13
4585,729,1,18,2025-03-25,36.16,5.68,North America,CRM_SYSTEM,2025-07-07 23:20:13
4586,864,71,23,2025-06-27,224.77,3.01,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4587,531,11,27,2024-10-28,518.86,13.56,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4588,276,42,36,2025-01-08,492.22,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4589,313,16,4,2025-01-10,880.14,11.0,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4590,685,63,16,2025-03-03,167.36,19.09,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4591,447,75,31,2025-02-10,884.19,2.79,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4592,447,85,36,2025-03-20,28.47,3.89,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4593,243,97,19,2024-11-29,284.47,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4594,123,54,11,2024-12-19,984.53,13.35,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4595,767,59,4,2025-06-10,975.24,7.32,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4596,967,97,37,2025-01-03,646.22,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4597,148,15,40,2025-06-28,858.01,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4598,400,77,39,2024-08-02,521.17,0.14,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4599,639,65,15,2024-07-09,462.0,17.31,North America,CRM_SYSTEM,2025-07-07 23:20:13
4600,642,41,10,2025-02-13,564.58,0.91,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4601,405,67,25,2024-11-17,722.23,11.96,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4602,96,68,38,2024-11-28,739.33,9.11,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4603,651,32,14,2024-12-30,213.3,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4604,863,61,13,2025-06-30,133.01,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4605,918,22,38,2025-02-14,921.34,7.31,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4606,742,96,3,2025-06-27,229.02,1.0,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4607,131,58,31,2025-02-27,691.84,12.75,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4608,940,28,45,2024-10-16,335.69,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4609,943,67,45,2025-01-01,440.26,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4610,91,40,7,2025-05-29,785.71,1.94,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4611,813,74,14,2024-11-04,119.04,1.32,North America,CRM_SYSTEM,2025-07-07 23:20:13
4612,797,25,36,2025-03-19,391.24,19.83,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4613,5,44,42,2025-05-19,195.65,6.25,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4614,986,11,43,2025-02-26,925.68,10.17,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4615,327,75,48,2024-11-03,621.19,7.52,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4616,750,47,25,2024-09-28,338.63,6.66,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4617,915,56,29,2025-04-29,677.39,6.98,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4618,363,14,10,2025-03-13,773.16,1.32,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4619,416,54,31,2024-09-11,945.46,19.59,North America,CRM_SYSTEM,2025-07-07 23:20:13
4620,856,15,41,2025-02-01,24.44,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4621,672,97,49,2025-03-22,829.28,19.02,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4622,525,98,35,2025-01-02,798.49,2.84,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4623,756,90,43,2024-08-30,739.46,18.01,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4624,193,39,1,2025-07-01,764.08,13.79,North America,CRM_SYSTEM,2025-07-07 23:20:13
4625,252,84,29,2025-03-08,516.79,19.7,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4626,507,64,32,2024-10-27,162.32,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4627,341,1,37,2024-09-02,98.53,2.77,North America,CRM_SYSTEM,2025-07-07 23:20:13
4628,22,91,42,2025-01-09,710.79,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4629,217,75,18,2025-01-04,425.61,1.66,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4630,796,46,23,2025-04-22,65.21,10.74,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4631,364,21,34,2025-06-25,294.4,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4632,436,67,22,2024-10-25,463.9,7.61,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4633,881,35,22,2025-01-14,80.27,1.65,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4634,116,60,30,2025-02-10,398.27,9.33,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4635,212,47,25,2024-07-23,667.65,7.07,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4636,968,7,14,2024-08-27,876.35,18.44,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4637,442,66,23,2024-12-28,111.47,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4638,598,26,11,2024-07-22,582.9,10.69,North America,CRM_SYSTEM,2025-07-07 23:20:13
4639,481,3,34,2025-02-26,177.56,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4640,699,73,9,2024-08-28,543.1,17.05,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4641,968,19,46,2024-12-07,600.08,16.52,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4642,557,28,18,2025-05-27,463.51,16.82,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4643,578,57,28,2024-12-15,25.43,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4644,985,47,42,2025-02-14,762.49,13.25,North America,CRM_SYSTEM,2025-07-07 23:20:13
4645,936,18,34,2025-05-30,562.25,9.92,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4646,109,89,39,2024-08-31,229.39,0.85,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4647,115,34,21,2025-05-22,509.2,16.38,North America,CRM_SYSTEM,2025-07-07 23:20:13
4648,106,24,36,2025-06-16,208.97,13.86,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4649,238,12,31,2025-03-26,386.79,9.7,North America,CRM_SYSTEM,2025-07-07 23:20:13
4650,939,14,16,2025-06-12,867.89,13.93,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4651,361,55,20,2024-11-21,509.59,5.26,North America,CRM_SYSTEM,2025-07-07 23:20:13
4652,344,52,13,2025-03-12,435.75,7.71,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4653,446,2,42,2024-09-27,636.65,8.1,North America,CRM_SYSTEM,2025-07-07 23:20:13
4654,684,78,47,2025-03-14,86.52,13.18,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4655,25,83,26,2024-09-08,603.39,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4656,132,21,38,2025-05-29,686.26,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4657,186,54,15,2024-11-26,174.83,10.88,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4658,595,93,28,2025-04-02,816.05,14.96,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4659,901,53,1,2024-12-24,827.46,4.76,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4660,363,37,42,2025-01-08,422.66,17.84,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4661,8,30,27,2024-09-12,304.34,18.05,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4662,597,30,24,2025-04-01,770.93,10.87,North America,CRM_SYSTEM,2025-07-07 23:20:13
4663,63,92,21,2024-08-14,696.8,18.43,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4664,2,85,3,2025-04-24,77.43,9.16,North America,CRM_SYSTEM,2025-07-07 23:20:13
4665,87,15,39,2024-08-23,640.35,5.72,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4666,799,22,22,2024-10-30,268.25,8.53,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4667,632,67,8,2025-04-15,575.93,3.3,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4668,724,20,29,2024-12-03,15.21,16.19,North America,CRM_SYSTEM,2025-07-07 23:20:13
4669,685,20,7,2024-09-11,870.13,4.25,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4670,167,88,31,2025-03-31,932.08,15.6,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4671,285,81,13,2024-07-11,593.99,2.17,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4672,202,79,19,2024-07-22,188.28,12.17,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4673,590,36,9,2024-10-19,890.65,16.69,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4674,555,73,41,2024-09-28,165.36,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4675,215,63,26,2024-12-16,362.98,4.54,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4676,246,98,35,2025-03-25,523.63,9.5,North America,CRM_SYSTEM,2025-07-07 23:20:13
4677,709,66,47,2025-04-21,243.4,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4678,705,33,47,2024-12-23,781.5,4.27,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4679,963,95,22,2024-10-16,990.64,13.64,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4680,69,59,4,2025-01-04,695.63,7.49,North America,CRM_SYSTEM,2025-07-07 23:20:13
4681,590,33,4,2025-07-02,173.04,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4682,809,58,39,2024-09-27,589.61,18.34,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4683,634,77,18,2025-02-08,737.61,3.34,North America,CRM_SYSTEM,2025-07-07 23:20:13
4684,996,93,28,2025-06-28,369.77,2.17,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4685,284,52,4,2024-08-17,932.71,7.17,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4686,90,76,45,2025-03-04,546.98,17.96,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4687,655,64,23,2025-07-02,79.63,10.53,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4688,689,47,11,2024-07-08,92.24,5.51,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4689,293,95,38,2024-11-12,839.58,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4690,237,90,15,2025-05-31,948.84,16.22,North America,CRM_SYSTEM,2025-07-07 23:20:13
4691,694,47,15,2024-09-22,495.54,5.78,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4692,758,45,20,2024-10-22,178.5,2.12,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4693,926,19,31,2024-09-06,720.76,12.13,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4694,2,92,42,2025-06-09,966.28,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4695,398,46,14,2024-11-04,292.24,11.66,North America,CRM_SYSTEM,2025-07-07 23:20:13
4696,719,50,18,2025-04-15,517.16,17.61,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4697,81,57,15,2025-05-26,985.7,19.87,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4698,417,46,42,2025-01-05,940.89,10.36,North America,CRM_SYSTEM,2025-07-07 23:20:13
4699,9,18,41,2024-08-11,42.6,0.94,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4700,17,84,1,2024-12-30,232.59,8.55,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4701,147,87,31,2025-02-27,502.95,18.92,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4702,135,91,48,2025-05-26,650.59,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
4703,196,1,29,2024-08-25,23.81,14.02,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4704,384,18,23,2025-05-02,681.84,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4705,593,91,30,2024-07-10,311.77,14.14,North America,CRM_SYSTEM,2025-07-07 23:20:13
4706,735,17,46,2025-05-31,832.03,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4707,387,37,33,2024-07-26,470.16,,North America,CRM_SYSTEM,2025-07-07 23:20:13
4708,49,62,46,2025-02-01,951.33,1.29,North America,CRM_SYSTEM,2025-07-07 23:20:13
4709,370,71,16,2024-12-17,777.43,14.98,Asia,CRM_SYSTEM,2025-07-07 23:20:13
4710,717,89,42,2024-08-06,856.63,2.15,Europe,CRM_SYSTEM,2025-07-07 23:20:13
